matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	cartevp	sexer	cartevpr	nbjdebit
563027	65	1	Sfem	62	Fmar	197	Pouv	A	0	0	0	13	105207	0	0	0	0	1	2422	12	13	45	0	0	1	40324	4	105207	2	67143	2	38064	0	0	0	0	0	0	7	1	0	155403	45788	Cnon	1	0	6
563822	65	2	Shom	32	Fcel	171	Psan	B	0	0	1	1	74755	0	0	0	0	1	2598	1	14	9	0	0	0	0	3	74755	1	34797	2	39958	0	0	0	0	0	0	1	1	0	86192	10319	Cnon	0	0	0
563999	75	1	Sfem	29	Fcel	154	Pemp	A	0	0	1	29	271498	0	0	0	0	1	6146	22	13	54	6366	0	0	0	3	271498	1	217142	2	54356	0	0	0	0	0	0	22	1	0	276706	0	Cnon	1	0	0
571022	65	1	Shom	48	Fdiv	170	Pouv	A	0	0	0	7	117811	0	0	0	0	1	2731	7	13	29	0	0	2	93415	3	117811	2	94237	1	23574	0	0	0	0	0	0	3	1	0	216338	93415	Cnon	0	0	0
571101	65	1	Sfem	30	Fmar	123	Psan	B	0	0	0	7	155	62	409484	0	0	1	3147	7	13	11	0	409484	1	20569	1	155	0	0	1	155	0	0	0	0	0	0	.	0	0	27070	20569	Cnon	1	0	10
585321	9	1	Sfem	31	Fcel	146	Psan	C	0	0	7	49	0	0	0	0	0	1	58275	49	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	163814	0	Cnon	1	0	0
585330	65	1	Shom	35	Fcel	146	Pemp	.	0	0	0	6	0	0	0	0	0	1	23845	6	14	12	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	24504	0	Cnon	0	0	0
606091	65	1	Shom	63	F.	838	Pret	C	0	0	0	0	0	0	0	0	0	1	1559	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	1598	0	Cnon	0	0	0
643647	65	1	Sfem	55	Fsep	197	Pcad	B	0	0	0	13	14881	11	15084	0	15084	1	2477	13	13	40	20800	0	1	3420	2	14881	1	12183	1	2698	0	0	0	0	0	0	0	1	0	23653	3420	Cnon	1	0	27
643731	64	1	Sfem	22	Fcel	181	Psan	B	0	0	0	1	371	0	11288	11288	0	1	-4173	1	16	7	0	0	2	26994	3	371	1	0	2	371	0	0	0	0	0	0	.	0	0	116552	116181	Cnon	1	0	57
644401	65	1	Sfem	42	Fveu	171	Pemp	D	0	0	1	2	0	0	0	0	0	1	757	2	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	47827	45888	Cnon	1	0	14
644629	65	1	Shom	32	Fmar	163	Pemp	A	0	0	1	11	222500	9	3487	3487	0	1	4545	11	13	61	56000	0	1	1585	4	222500	2	218464	2	4036	0	0	0	0	0	0	27	3	0	229069	1585	Cnon	0	0	0
645352	65	1	Shom	41	Fcel	140	Pouv	C	0	0	1	6	0	0	0	0	0	1	12146	6	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13032	0	Cnon	0	0	0
645497	65	1	Shom	45	Fmar	134	Pcad	B	0	0	15	159	9838	2	286075	0	126075	1	14933	12	13	56	0	160000	0	0	2	9838	1	9658	1	180	0	0	0	0	0	0	3	1	0	99710	648	Cnon	0	0	7
646185	65	1	Sfem	52	Fdiv	108	Pouv	.	0	0	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	1	878	0	0	0	0	1	878	0	0	0	0	.	0	0	878	0	Cnon	1	0	0
648597	65	1	Sfem	24	F.	53	Psan	B	0	0	1	9	6286	7	27782	0	27782	1	3086	7	13	22	0	0	0	0	2	6286	1	0	1	6286	0	0	0	0	0	0	11	1	0	22850	0	Cnon	1	0	0
648881	65	1	Sfem	28	Fmar	47	Pemp	.	0	0	0	0	76116	0	0	0	0	0	0	0	0	0	0	0	1	82924	1	76116	1	76116	0	0	0	0	0	0	0	0	.	0	0	159040	82924	Cnon	1	0	0
648916	65	1	Shom	28	F.	47	Pemp	D	0	0	0	0	1001	0	0	0	0	1	322	0	79	0	0	0	0	0	2	1001	0	0	2	1001	0	0	0	0	0	0	.	0	0	1420	0	Cnon	0	0	0
648918	65	1	Sfem	45	Fmar	277	Pouv	D	0	0	0	6	0	0	0	0	0	1	4399	6	13	26	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	18045	0	Cnon	1	0	0
649009	65	1	Shom	46	Fmar	45	Pouv	C	0	0	1	4	0	0	0	0	0	1	5960	4	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3750	0	Cnon	0	0	0
704306	94	1	Shom	51	Fmar	329	Pemp	C	0	0	0	9	0	0	0	0	0	1	11263	9	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15110	200	Cnon	0	0	0
740542	31	1	Shom	43	Fmar	302	Pouv	B	0	0	0	18	30000	0	0	0	0	2	7593	18	13	55	15000	0	0	0	1	30000	0	0	1	30000	0	0	0	0	0	0	3	1	0	47333	0	Cnon	0	0	0
742915	31	3	Sfem	44	Fveu	291	Pcad	A	0	0	0	10	60744	0	0	0	0	1	11236	10	13	29	0	0	1	88012	2	60744	2	60744	0	0	0	0	0	0	0	0	10	1	0	165626	88012	Cnon	1	0	0
743640	31	1	Sfem	46	Fdiv	229	Pemp	C	0	0	0	0	116	0	0	0	0	1	1134	0	28	1	0	0	0	0	1	116	0	0	1	116	0	0	0	0	0	0	.	0	0	638	0	Cnon	1	0	0
744335	31	1	Shom	37	Fmar	213	Pemp	B	0	0	0	18	0	0	0	0	0	1	19309	18	13	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11045	200	Cnon	0	0	0
747381	31	1	Shom	50	Fmar	151	Pemp	B	0	0	2	18	0	6	27701	0	27701	1	11627	18	13	54	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	19987	0	Cnon	0	0	0
747507	31	1	Sfem	48	Fmar	147	Pemp	D	0	0	2	9	0	21	17259	0	17259	1	2967	9	13	42	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	3194	0	Cnon	1	0	27
749013	31	1	Sfem	42	Fdiv	111	Pemp	B	0	0	0	9	68750	0	0	0	0	1	6713	9	14	7	3500	0	0	0	3	68750	1	66250	2	2500	0	0	0	0	0	0	0	1	1	72111	0	Cnon	1	0	0
749286	31	1	Sfem	27	F.	106	Psan	B	0	0	0	5	70653	0	0	0	0	1	13050	5	15	6	0	0	0	0	1	70653	0	0	0	0	1	70653	0	0	0	0	0	1	0	85710	0	Cnon	1	0	0
749805	31	1	Sfem	58	Fmar	256	Psan	.	0	0	0	0	100801	0	0	0	0	0	0	0	0	0	0	0	0	0	2	100801	1	67713	1	33088	0	0	0	0	0	0	.	0	0	135452	34651	Cnon	1	0	0
750701	31	2	Shom	36	Fcel	201	Pouv	.	0	0	2	43	0	0	0	0	0	1	15665	43	14	29	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	1	0	54088	200	Cnon	0	0	13
750976	31	2	Shom	35	Fmar	255	Pcad	B	0	0	0	9	100	0	0	0	0	1	6969	9	13	25	0	0	0	0	1	100	0	0	1	100	0	0	0	0	0	0	10	1	0	4675	0	Cnon	0	0	6
790616	31	1	Shom	35	Fmar	74	Pcad	C	0	0	1	5	0	0	0	0	0	1	5586	5	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2993	0	Cnon	0	0	0
791976	31	1	Shom	58	Fmar	54	Pemp	C	0	0	0	0	0	0	0	0	0	1	-105	0	16	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	.	0	0	7	0	Cnon	0	0	70
800780	31	1	Shom	62	Fmar	758	Pouv	A	0	0	7	24	95709	0	0	0	0	1	25080	24	13	40	0	0	1	55777	2	95709	0	0	2	95709	0	0	0	0	0	0	0	1	0	199563	61777	Cnon	0	0	0
804229	31	1	Shom	51	Fmar	332	Pemp	C	0	0	5	9	7710	4	6410	6410	0	1	2948	6	15	14	10000	0	0	0	1	7710	0	0	1	7710	0	0	0	0	0	0	0	1	1	9447	200	Cnon	0	0	0
807413	31	1	Shom	45	Fcel	127	Pcad	B	0	0	1	22	79711	24	269640	0	0	1	-1505	22	13	28	0	269640	0	0	4	79711	2	72535	2	7176	0	0	0	0	0	0	13	1	0	85600	500	Cnon	0	0	48
807724	31	1	Sfem	27	Fcel	117	Psan	.	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	1	192	0	0	1	192	0	0	0	0	0	0	.	0	0	192	0	Cnon	1	0	0
807747	31	1	Shom	29	Fcel	135	Psan	.	0	0	0	0	74297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	74297	1	74297	0	0	0	0	0	0	0	0	.	0	0	74297	0	Cnon	0	0	0
808404	31	1	Sfem	47	Fmar	211	Pcad	C	0	0	1	19	0	9	64824	0	64824	1	6887	19	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	1679	0	Cnon	1	0	1
808665	31	3	Shom	37	Fmar	120	Pouv	B	0	0	5	24	107	0	0	0	0	1	2356	24	13	48	0	0	1	33485	2	107	1	0	1	107	0	0	0	0	0	0	14	1	0	37431	33485	Cnon	0	0	0
841461	31	1	Shom	41	Fcel	281	Pouv	B	0	0	1	8	131	0	19732	19732	0	1	434	8	20	11	0	0	1	13794	1	131	0	0	1	131	0	0	0	0	0	0	0	1	0	19716	14294	Cnon	0	0	45
845076	31	1	Shom	65	Fmar	204	Pouv	B	0	0	3	14	29895	0	0	0	0	1	20024	14	14	12	1266	0	0	0	1	29895	0	0	1	29895	0	0	0	0	0	0	.	0	0	52540	500	Cnon	0	0	0
847819	31	1	Sfem	50	Fdiv	146	Pemp	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	1	0	0
848758	31	2	Shom	54	Fmar	224	Pcad	D	0	0	0	0	0	0	0	0	0	1	0	0	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	Cnon	0	0	0
849121	13	2	Shom	38	Fmar	199	Pcad	A	0	0	0	24	224991	0	5529	5529	0	1	4948	24	13	57	0	0	0	0	3	224991	2	224427	1	564	0	0	0	0	0	0	21	1	0	225191	200	Cnon	0	0	8
849838	31	4	Sfem	52	Fcel	158	Pemp	A	0	0	0	10	67139	0	0	0	0	1	2795	10	13	36	0	0	1	33991	3	67139	1	47214	2	19925	0	0	0	0	0	0	18	1	0	106467	33991	Cnon	1	0	0
850316	31	1	Sfem	36	Fcel	112	Pcad	B	0	0	0	43	76254	10	135985	0	135985	2	9081	42	13	27	0	0	0	0	2	76254	1	46578	1	29676	0	0	0	0	0	0	1	1	0	87061	0	Cnon	1	0	0
855511	31	1	Sfem	43	Fmar	204	Pcad	C	0	0	0	18	0	0	0	0	0	1	2248	18	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	2543	0	Cnon	1	0	35
856286	31	1	Shom	30	Fcel	105	Pcad	B	0	0	9	19	113694	0	0	0	0	2	5441	16	13	40	3500	0	0	0	4	113694	2	104894	2	8800	0	0	0	0	0	0	4	1	0	122566	0	Cnon	0	0	19
856471	31	1	Sfem	59	Fmar	100	Pemp	B	0	0	0	9	16524	0	0	0	0	1	62489	9	13	20	0	0	1	56170	1	16524	1	16524	0	0	0	0	0	0	0	0	.	0	0	139913	56170	Cnon	1	0	0
856838	31	1	Sfem	31	Fmar	88	Pcad	A	0	0	0	12	433955	0	0	0	0	1	26300	12	14	16	0	0	1	27226	3	433955	2	402275	1	31680	0	0	0	0	0	0	5	1	0	496881	27226	Cnon	1	0	0
858621	31	1	Sfem	63	Fdiv	102	Pcad	B	0	0	0	13	30174	0	0	0	0	1	4198	13	13	40	0	0	1	40313	2	30174	0	0	1	21592	1	8582	0	0	0	0	5	1	0	75849	40313	Cnon	1	0	0
859357	31	1	Shom	42	Fuli	71	Pouv	B	0	0	3	18	0	0	0	0	0	1	7258	18	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	7528	749	Cnon	0	0	25
860230	31	3	Sfem	23	Fcel	63	Psan	C	0	0	0	5	13827	0	0	0	0	1	6744	5	14	15	0	0	0	0	1	13827	1	13827	0	0	0	0	0	0	0	0	0	1	1	22342	0	Cnon	1	0	0
860318	31	2	Shom	24	Fcel	62	Psan	D	0	0	0	10	0	8	5642	5642	0	1	1309	10	13	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	2475	0	Cnon	0	0	39
900914	31	1	Shom	61	Fmar	824	Pouv	B	0	0	4	13	354	11	121024	0	71342	1	5640	13	14	59	50500	49682	0	0	2	354	0	0	2	354	0	0	0	0	0	0	22	1	0	27297	750	Cnon	0	0	12
941140	31	2	Sfem	60	Fmar	280	Pcad	B	0	0	2	35	29916	12	189946	0	0	1	13057	35	13	37	0	189946	1	22041	3	29916	1	0	2	29916	0	0	0	0	0	0	11	1	0	77069	30728	Cnon	1	0	0
942847	31	1	Shom	43	Fmar	246	Pemp	C	0	0	1	0	0	0	0	0	0	1	46	0	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	0	0	37
944778	31	1	Sfem	59	Fdiv	170	Part	B	0	0	0	0	0	0	0	0	0	1	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	1	0	0
945138	82	1	Sfem	34	Fmar	155	Pemp	A	0	0	0	17	164417	7	31353	0	31353	1	7677	16	14	36	0	0	0	0	3	164417	2	132958	1	31459	0	0	0	0	0	0	15	1	0	174291	311	Cnon	1	0	1
945628	31	1	Shom	41	Fmar	140	Pemp	B	0	0	2	6	1802	11	17597	17597	0	1	429	6	13	44	15000	0	0	0	1	1802	0	0	1	1802	0	0	0	0	0	0	16	1	0	4798	0	Cnon	0	0	46
946349	31	4	Sfem	28	Fcel	109	Psan	C	0	0	2	4	0	0	0	0	0	1	1764	4	13	25	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4399	0	Cnon	1	0	0
980030	31	1	Sfem	47	Fmar	105	Pemp	A	0	0	2	8	89706	0	0	0	0	1	4238	8	15	18	0	0	1	19671	1	89706	1	89706	0	0	0	0	0	0	0	0	.	0	0	117362	19671	Cnon	1	0	4
980711	31	2	Sfem	28	Fcel	91	Psan	D	0	0	0	0	51216	0	0	0	0	1	391	0	.	0	0	0	0	0	2	51216	2	51216	0	0	0	0	0	0	0	0	.	0	0	51606	0	Cnon	1	0	0
980713	31	2	Sfem	50	Fmar	91	Pcad	D	0	0	0	0	14376	0	0	0	0	1	619	0	286	0	0	0	0	0	2	14376	2	14376	0	0	0	0	0	0	0	0	.	0	0	14994	0	Cnon	1	0	0
981912	31	1	Shom	29	Fcel	72	Pouv	B	0	0	1	12	12889	0	0	0	0	1	1903	11	13	29	0	0	0	0	3	12889	2	12787	1	102	0	0	0	0	0	0	0	1	1	17746	0	Cnon	0	0	16
982023	31	2	Sfem	27	Fcel	69	Psan	C	0	0	0	0	0	0	0	0	0	1	5216	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1368	0	Cnon	1	0	0
982301	6	1	Sfem	45	Fdiv	63	Pemp	C	0	0	2	14	4920	0	0	0	0	1	-920	14	13	27	0	0	0	0	1	4920	0	0	1	4920	0	0	0	0	0	0	7	1	0	6239	0	Cnon	1	0	57
1015754	31	1	Sfem	52	Fmar	822	Pemp	B	0	0	1	12	113	8	2710	0	2710	1	7932	12	13	33	18200	0	0	0	1	113	0	0	1	113	0	0	0	0	0	0	5	1	0	9360	0	Cnon	1	0	0
1031227	31	3	Shom	56	Fmar	837	Pcad	D	0	0	0	8	10256	0	3559	3559	0	1	495	8	13	23	46400	0	1	54384	2	10256	1	10044	1	212	0	0	0	0	0	0	6	1	0	64740	54484	Cnon	0	0	31
1044243	31	2	Sfem	37	Fmar	152	Pcad	A	0	0	0	1	70521	0	0	0	0	1	3882	1	13	5	0	0	1	17820	3	70521	2	60521	1	10000	0	0	0	0	0	0	.	0	0	93041	17820	Cnon	1	0	0
1045089	31	1	Sfem	30	Fcel	111	Pemp	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	1	0	0
1045226	31	3	Sfem	26	Fcel	103	Psan	D	0	0	0	0	0	0	0	0	0	1	303	0	26	1	22120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	245	0	Cnon	1	0	0
1051618	31	3	Shom	46	Fcel	294	Pemp	B	0	0	1	14	25815	51	265057	0	0	1	20448	14	14	17	0	265057	0	0	2	25815	1	2305	1	23510	0	0	0	0	0	0	1	1	0	49307	200	Cnon	0	0	0
1053240	31	2	Sfem	47	Fdiv	224	Pcad	C	0	0	0	1	3766	0	0	0	0	1	622	1	20	10	0	0	0	0	1	3766	1	3766	0	0	0	0	0	0	0	0	.	0	0	4467	0	Cnon	1	0	5
1054203	31	1	Shom	39	Fmar	161	Pemp	D	0	0	3	19	0	3	8944	3371	5573	1	-4021	19	13	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	400	400	Cnon	0	0	65
1054347	31	4	Sfem	56	Fmar	172	Pcad	C	0	0	1	4	0	59	120589	0	0	1	7040	4	13	2	0	120589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	11189	200	Cnon	1	0	0
1055295	31	4	Sfem	35	Fcel	138	Pcad	B	0	0	0	10	406	0	0	0	0	1	-4117	10	13	32	0	0	0	0	1	406	0	0	1	406	0	0	0	0	0	0	5	2	1	4013	250	Cnon	1	0	70
1055422	31	4	Shom	42	Fcel	133	Psan	.	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1027	0	0	1	1027	0	0	0	0	0	0	.	0	0	1027	0	Cnon	0	0	0
1055500	31	1	Sfem	51	Fsep	130	Pcad	C	0	0	1	27	19643	17	95460	0	95460	1	8099	27	13	70	0	0	0	0	1	19643	0	0	1	19643	0	0	0	0	0	0	26	2	1	21031	0	Cnon	1	0	29
1070764	31	2	Sfem	60	Fcel	242	Pcad	A	0	0	1	13	154496	0	0	0	0	1	6877	13	14	22	0	0	0	0	3	154496	1	138952	2	15544	0	0	0	0	0	0	3	1	0	166476	0	Cnon	1	0	0
1071111	31	2	Shom	48	Fmar	224	Pcad	B	0	0	1	22	6017	14	41847	41847	0	1	9266	22	13	59	0	0	0	0	1	6017	0	0	1	6017	0	0	0	0	0	0	22	1	0	22146	0	Cnon	0	0	0
1072054	31	2	Shom	48	Fmar	236	Pcad	A	0	0	3	12	33500	17	58721	0	0	1	7822	11	13	13	4026	58721	1	26470	1	33500	0	0	1	33500	0	0	0	0	0	0	1	1	0	61560	26470	Cnon	0	0	4
1073123	31	2	Shom	25	Fcel	157	Psan	D	0	0	0	0	0	0	0	0	0	1	74	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	74	0	Cnon	0	0	0
1073468	31	2	Shom	31	Fcel	151	Psan	.	0	0	0	0	1864	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1864	0	0	1	1864	0	0	0	0	0	0	.	0	0	1864	0	Cnon	0	0	0
1073668	31	2	Sfem	54	Fdiv	143	Pemp	D	0	0	0	7	0	0	0	0	0	1	-1086	7	15	16	52120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2603	0	Cnon	1	0	56
1073811	33	1	Sfem	24	Fcel	136	Psan	.	0	0	2	3	0	0	237	237	0	1	937	3	13	18	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Cnon	1	0	15
1140801	31	1	Sfem	56	Fveu	287	Pcad	D	0	0	0	7	15776	15	74040	5080	68960	1	-1886	7	13	61	207900	0	0	0	3	15776	1	15067	2	709	0	0	0	0	0	0	26	2	1	19935	4159	Cnon	1	0	50
1142199	31	1	Shom	56	Fmar	268	Pcad	A	0	0	3	326	659260	17	2966630	0	0	1	157234	159	13	27	234840	2966630	2	1389655	3	659260	1	99530	2	559730	0	0	0	0	0	0	1	1	0	2297333	1491282	Cnon	0	0	0
1144111	31	1	Shom	48	Fcel	306	Pcad	B	0	0	0	3	8835	0	0	0	0	1	22511	3	13	6	25000	0	1	28012	2	8835	2	8835	0	0	0	0	0	0	0	0	1	1	0	60511	28012	Cnon	0	0	0
1145354	31	1	Sfem	58	Fmar	207	Pouv	.	0	0	0	3	18671	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18671	1	18671	0	0	0	0	0	0	0	0	.	0	0	18671	0	Cnon	1	0	0
1145578	31	1	Shom	36	Fmar	202	Pouv	B	0	0	3	28	3967	25	439119	1551	48395	1	4803	27	13	96	44090	389173	1	9069	4	3967	2	3451	2	516	0	0	0	0	0	0	35	2	0	13036	9069	Cnon	0	0	6
1146085	31	1	Sfem	64	Fdiv	227	Psan	A	0	0	0	7	272013	0	0	0	0	1	4672	7	13	10	0	0	0	0	3	272013	1	220785	2	51228	0	0	0	0	0	0	0	1	0	282563	200	Cnon	1	0	0
1147222	17	1	Sfem	35	Fcel	164	Psan	.	0	0	0	3	943	0	0	0	0	0	0	0	0	0	0	0	0	0	1	943	0	0	1	943	0	0	0	0	0	0	0	1	1	943	0	Cnon	1	0	0
1148038	31	1	Shom	44	Fmar	149	Pcad	A	0	0	1	76	233181	8	243083	0	55157	2	21926	63	13	98	64300	187926	2	100228	3	233181	2	199964	1	33217	0	0	0	0	0	0	44	2	0	388398	104631	Cnon	0	0	0
1148351	31	1	Shom	46	Fmar	170	Pcad	D	0	0	3	52	18319	0	11310	11310	0	3	47	47	13	81	0	0	0	0	3	18319	2	18059	1	260	0	0	0	0	0	0	33	2	1	31762	0	Cnon	0	0	90
1160308	31	1	Shom	60	Fmar	241	Pouv	C	0	0	1	20	0	0	0	0	0	1	241827	20	13	23	31666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	230627	100	Cnon	0	0	0
1161437	31	1	Sfem	50	Fcel	196	Psan	B	0	0	1	1	153479	0	0	0	0	1	139	1	15	1	0	0	1	41872	1	153479	0	0	0	0	1	153479	0	0	0	0	.	0	0	199845	42072	Cnon	1	0	0
1162143	31	1	Shom	48	Fmar	220	Pcad	B	0	0	2	12	0	0	0	0	0	1	205348	12	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	123361	0	Cnon	0	0	0
1163226	31	1	Shom	42	Fmar	196	Pcad	B	0	0	4	31	0	0	0	0	0	1	8747	31	13	83	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2	0	22850	400	Cnon	0	0	15
1164334	31	1	Shom	43	Fmar	119	Pcad	.	0	0	0	0	0	0	0	0	0	1	29	0	210	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	.	0	0	28	0	Cnon	0	0	0
1166646	31	1	Shom	25	Fcel	84	Psan	D	0	0	0	12	139	0	0	0	0	1	13516	12	16	36	0	0	0	0	1	139	0	0	1	139	0	0	0	0	0	0	17	1	0	11414	0	Cnon	0	0	0
1167712	31	2	Sfem	31	Fcel	80	Psan	.	0	0	0	3	0	0	0	0	0	1	2789	3	16	12	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	88	0	Cnon	1	0	10
1168744	31	1	Shom	25	Fcel	64	Psan	C	0	0	0	9	0	0	0	0	0	1	3481	9	13	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	7490	0	Cnon	0	0	4
1168833	31	1	Sfem	56	Fsep	63	Psan	D	0	0	0	4	0	0	0	0	0	1	5194	4	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3465	0	Cnon	1	0	0
1170135	31	1	Shom	22	F.	44	Psan	D	0	0	1	5	0	0	0	0	0	1	2100	5	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2983	0	Cnon	0	0	0
1220702	31	1	Shom	61	Fmar	824	Pcad	A	0	0	0	18	205809	9	135303	0	0	1	5408	18	13	58	26000	135303	0	0	5	205809	2	173852	3	31957	0	0	0	0	0	0	12	2	1	217296	0	Cnon	0	0	0
1242198	31	1	Shom	65	Fmar	285	Psan	D	0	0	1	9	58751	0	0	0	0	1	5303	9	13	24	35000	0	1	133046	3	58751	2	25994	1	32757	0	0	0	0	0	0	0	1	0	194506	133046	Cnon	0	0	0
1242213	31	1	Shom	46	Fcel	262	Pemp	A	0	0	0	18	177147	0	0	0	0	1	14068	13	13	13	0	0	4	268800	3	177147	1	57737	2	119410	0	0	0	0	0	0	1	1	0	466205	268800	Cnon	0	0	0
1243652	31	3	Sfem	39	Fcel	145	Pcad	A	0	0	0	143	9801	0	0	0	0	1	13168	143	13	53	0	0	0	0	1	9801	1	9801	0	0	0	0	0	0	0	0	38	1	0	813164	540609	Cnon	1	0	34
1244738	31	1	Shom	44	Fmar	201	Pemp	.	0	0	0	10	1000	12	48867	0	48867	1	7856	10	13	41	4590	0	0	0	2	1000	1	0	1	1000	0	0	0	0	0	0	8	1	0	9996	0	Cnon	0	0	0
1244834	75	1	Shom	36	Fcel	198	Pcad	D	0	0	0	16	109	0	0	0	0	1	18705	16	13	41	0	0	0	0	1	109	0	0	1	109	0	0	0	0	0	0	17	1	0	15885	200	Cnon	0	0	0
1245427	31	1	Sfem	57	Fmar	860	Pcad	A	0	0	0	21	391844	0	0	0	0	1	4587	21	13	26	24500	0	1	71802	3	391844	2	361161	1	30683	0	0	0	0	0	0	.	0	0	469038	71802	Cnon	1	0	0
1247285	31	1	Shom	53	Fmar	133	Pcad	B	0	0	0	4	15096	0	357628	0	0	1	849	4	13	4	0	357628	1	21858	3	15096	2	14874	1	222	0	0	0	0	0	0	0	1	0	47424	26817	Cnon	0	0	39
1248238	31	1	Shom	42	Fmar	115	Pcad	B	0	0	0	26	42836	14	129614	1133	128481	1	878	3	14	58	0	0	0	0	2	42836	1	15476	1	27360	0	0	0	0	0	0	19	1	0	42836	0	Cnon	0	0	15
1248490	11	1	Shom	61	Fmar	148	Pouv	D	0	0	0	12	375122	9	7781	7781	0	1	3705	11	13	32	0	0	1	27498	3	375122	2	344177	1	30945	0	0	0	0	0	0	7	1	0	409249	27498	Cnon	0	0	0
1248958	31	1	Sfem	34	Fcel	96	Pemp	C	0	0	1	12	0	95	14504	11989	2515	1	12163	12	13	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	21504	0	Cnon	1	0	0
1251267	31	2	Sfem	43	Fmar	244	Pemp	B	0	0	1	9	0	0	0	0	0	1	3047	9	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	1200	0	Cnon	1	0	0
1251654	92	2	Shom	42	Fcel	230	Pemp	A	0	0	1	21	220451	0	0	0	0	1	14388	19	13	30	0	0	0	0	4	220451	2	160602	2	59849	0	0	0	0	0	0	11	1	0	220582	0	Cnon	0	0	0
